case_id,case_idx,model,family,section,ground_truth,prediction,prediction_normalized,differentials
19050.0,139,DeepSeek-R1,open_large,Breast imaging,Mammary tuberculosis,Idiopathic granulomatous mastitis,idiopathic granulomatous mastitis,"Breast carcinoma, Plasma cell mastitis, Idiopathic granulomatous mastitis, Mammary tuberculosis, Actinomycosis"
19058.0,142,DeepSeek-R1,open_large,Abdominal imaging,Intraductal papillary neoplasm of the bile duct with low-grade dysplasia,Cholangiocarcinoma,cholangiocarcinoma,"Intraductal papillary neoplasm of the bile duct, Intraductal papillary neoplasm of the bile duct with low-grade dysplasia, Cholangiocarcinoma, Intraductal biliary metastasis"
19067.0,150,DeepSeek-R1,open_large,Paediatric radiology,Cystic pulmonary tuberculosis,Langerhans cell histiocytosis,langerhans cell histiocytosis,"Pneumocystis jirovecii pneumonia, Lymphoid interstitial pneumonia, Langerhans cell histiocytosis, Cystic pulmonary tuberculosis, Lymphangioleiomyomatosis, Birt–Hogg–Dubé syndrome"
19070.0,152,DeepSeek-R1,open_large,Musculoskeletal system,Clear cell soft tissue sarcoma with melanocytic differentiation,Pigment villonodular synovitis with malignant transformation,pigment villonodular synovitis with malignant transformation,"Clear cell sarcoma, Malignant melanoma, Clear cell soft tissue sarcoma with melanocytic differentiation, Pigment villonodular synovitis with malignant transformation, Synovial sarcoma, Alveolar soft part sarcoma, Malignant peripheral nerve sheath tumour"
19101.0,168,DeepSeek-R1,open_large,Neuroradiology,Neuro-Behçet’s disease,Aquaporin-4 IgG-positive neuromyelitis optica spectrum disorders (AQP4-NMOSD),aquaporin-4 igg-positive neuromyelitis optica spectrum disorders aqp4-nmosd,"Multiple sclerosis, Neuro-Behçet’s disease, Aquaporin-4 IgG-positive neuromyelitis optica spectrum disorders (AQP4-NMOSD), Myelin oligodendrocyte glycoprotein antibody disease (MOGAD), Neurosarcoidosis"
19110.0,170,DeepSeek-R1,open_large,Others,Inflammatory myofibroblastic tumour,Retroperitoneal myxoid liposarcoma,retroperitoneal myxoid liposarcoma,"Ovarian epithelial cystadenoma, Ovarian epithelial cystadenocarcinoma, Hydrosalpinx, Inflammatory myofibroblastic tumour, Cystic mature teratoma, Retroperitoneal myxoid liposarcoma, Multicystic lymphangioma"
19114.0,171,DeepSeek-R1,open_large,Neuroradiology,Rosette-forming glioneuronal tumour (RGNT),Ependymoma,ependymoma,"Pilocytic astrocytoma, Ependymoma, Dysembryoplastic neuroepithelial tumour (DNET), Rosette-forming glioneuronal tumour (RGNT), Ganglioglioma, Medulloblastoma"
19116.0,173,DeepSeek-R1,open_large,Others,Mixed malignant ovarian germ cell tumour,Dysgerminoma,dysgerminoma,"Dysgerminoma, Yolk sac tumour, Juvenile granulosa cell tumour, Mixed malignant ovarian germ cell tumour, Sertoli–Leydig cell tumour, Immature teratoma"
19138.0,186,DeepSeek-R1,open_large,Musculoskeletal system,Chondroblastic osteosarcoma,Classical osteosarcoma,classical osteosarcoma,"Chondrosarcoma, Chondroblastoma, Chondroblastic osteosarcoma, Classical osteosarcoma"
19140.0,188,DeepSeek-R1,open_large,Musculoskeletal system,Infection by Mycobacterium avium,Infection by Mycobacterium tuberculosis,infection by mycobacterium tuberculosis,"Infection by Mycobacterium avium, Infection by Mycobacterium tuberculosis, Pyogenic arthritis, Inflammatory arthritis"
19141.0,189,DeepSeek-R1,open_large,Neuroradiology,Anaplastic meningioma (WHO Grade III),Haemorrhagic meningioma,haemorrhagic meningioma,"Subacute subdural haematoma, Dural metastasis, Haemorrhagic meningioma, Anaplastic meningioma (WHO Grade III), Lymphoma involving the dura, Infective pachymeningitis"
19149.0,194,DeepSeek-R1,open_large,Paediatric radiology,MASA syndrome,Tubulinopathy,tubulinopathy,"Rhombencephalosynapsis, MASA syndrome, Chiari type II malformation, Tubulinopathy, α-dystroglycanopathies (and Walker–Warburg syndrome), Acquired causes of congenital aqueductal stenosis"
19158.0,200,DeepSeek-R1,open_large,Paediatric radiology,"Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)",Dysplastic cerebellar gangliocytoma,dysplastic cerebellar gangliocytoma,"Dysplastic cerebellar gangliocytoma, Pilocytic astrocytoma, Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion), Oligodendroglioma-like tumour"
19161.0,203,DeepSeek-R1,open_large,Musculoskeletal system,Mycobacterium kansasii tenosynovitis,Tuberculous tenosynovitis,tuberculous tenosynovitis,"Rheumatoid arthritis, Juvenile idiopathic arthritis, Adult Still’s disease, Tuberculous tenosynovitis, Mycobacterium kansasii tenosynovitis, Atypical mycobacterial infection (Mycobacterium marinum), Bacterial tenosynovitis, Fungal infections"
19163.0,205,DeepSeek-R1,open_large,Neuroradiology,"Sturge–Weber syndrome, type 1",Sturge–Weber syndrome,sturge-weber syndrome,"Meningioangiomatosis, Blue rubber bleb nevus syndrome, Wyburn-Mason syndrome, Sturge–Weber syndrome, type 1, PHACE syndrome"
18813.0,1,gpt-oss-20b (H),on_device_base,Cardiovascular,Primary cardiac lymphoma,Angiosarcoma,angiosarcoma,"Angiosarcoma, Ig-G4 related disease, Primary cardiac lymphoma, Erdheim–Chester disease, Undifferentiated pleomorphic sarcoma"
18836.0,12,gpt-oss-20b (H),on_device_base,Paediatric radiology,"OEIS (omphalocele, cloacal exstrophy, imperforate anus, and spinal dysraphism) complex",OEIS (omphalocele,oeis omphalocele,"VACTERL association, Caudal regression syndrome, Pentalogy of Cantrell, Beckwith-Wiedemann syndrome, OEIS (omphalocele, cloacal exstrophy, imperforate anus, and spinal dysraphism) complex"
18878.0,39,gpt-oss-20b (H),on_device_base,Paediatric radiology,Metastatic pro-B type acute lymphoblastic leukaemia,Lymphoma,lymphoma,"Metastatic pro-B type acute lymphoblastic leukaemia, Lymphoma, Primary visceral organ malignancies, Sarcoidosis"
18897.0,49,gpt-oss-20b (H),on_device_base,Musculoskeletal system,Central/low-grade osteosarcoma,Liposarcoma,liposarcoma,"Central/low-grade osteosarcoma, Giant cell tumour, Aneurysmal bone cyst, Metastasis, Liposarcoma, Fibrous dysplasia"
18899.0,50,gpt-oss-20b (H),on_device_base,Paediatric radiology,Pyometrocolpos,Hydrometrocolpos,hydrometrocolpos,"Pyometrocolpos, Hematometrocolpos, Hydrometrocolpos, Distended urinary bladder, Ovarian neoplasm"
18906.0,55,gpt-oss-20b (H),on_device_base,Neuroradiology,Calcified pseudoneoplasm of the neuraxis,Calcified cavernoma,calcified cavernoma,"Calcified meningioma, Calcified cavernoma, Calcified pseudoneoplasm of the neuraxis, Oligodendrogliomas, Choroid plexus papilloma"
18919.0,61,gpt-oss-20b (H),on_device_base,Abdominal imaging,Lymphoepithelial cysts of the pancreas,Mucinous cystic neoplasm,mucinous cystic neoplasm,"Intraductal papillary mucinous neoplasm, Mucinous cystic neoplasm, Lymphoepithelial cysts of the pancreas, Serous cystic neoplasm, Pancreatic pseudocyst, Epidermoid cyst"
18925.0,66,gpt-oss-20b (H),on_device_base,Breast imaging,Myoid hamartoma of the breast (MHB),Phyllodes tumour,phyllodes tumour,"Fibroadenoma, Galactocele, Phyllodes tumour, Leiomyosarcoma, Adenomyoepithelioma, Myoid hamartoma of the breast (MHB), Breast carcinoma"
18927.0,68,gpt-oss-20b (H),on_device_base,Head & neck imaging,Skull base chondrosarcoma,Giant cell tumour of the skull base,giant cell tumour of the skull base,"Skull base chordoma, Skull base chondrosarcoma, Skull base paraganglioma, Giant cell tumour of the skull base, Langerhans cell histiocytosis of the skull base"
18948.0,78,gpt-oss-20b (H),on_device_base,Abdominal imaging,Myelolipoma,Hibernoma,hibernoma,"Liposarcoma, Hibernoma, Haemangioma, Myelolipoma, Fat necrosis"
18950.0,80,gpt-oss-20b (H),on_device_base,Paediatric radiology,Cochlear incomplete partition type III (IP-3),Cochlear incomplete partition type II (IP-2),cochlear incomplete partition type ii ip-2,"Cochlear incomplete partition type I (IP-1), Cochlear incomplete partition type II (IP-2), Cochlear incomplete partition type III (IP-3)"
18951.0,81,gpt-oss-20b (H),on_device_base,Cardiovascular,"Biventricular endomyocardial fibrosis [4,6]",Biventricular endomyocardial fibrosis [4,biventricular endomyocardial fibrosis 4,"Apical hypertrophic cardiomyopathy [9], Cardiac amyloidosis [10], Ebstein’s anomaly [11], Left ventricular endomyocardial fibrosis [4,6], Right ventricular endomyocardial fibrosis [4,6], Biventricular endomyocardial fibrosis [4,6]"
18993.0,104,gpt-oss-20b (H),on_device_base,Abdominal imaging,Primary hepatic adenosarcoma,Hepatic cholangiocarcinoma,hepatic cholangiocarcinoma,"Hepatic cholangiocarcinoma, Primary hepatic adenosarcoma, Undifferentiated carcinoma (also known as sarcomatoid carcinoma), Hepatic fibroadenoma"
19001.0,110,gpt-oss-20b (H),on_device_base,Breast imaging,Burkitt lymphoma,Metastatic disease,metastatic disease,"Metastatic disease, Primary ovarian malignancy, Burkitt lymphoma, Other aggressive lymphoma"
19002.0,111,gpt-oss-20b (H),on_device_base,Paediatric radiology,Retroperitoneal ganglioneuroblastoma-intermixed,Ganglioneuroma,ganglioneuroma,"Ganglioneuroma, Neuroblastoma, Retroperitoneal ganglioneuroblastoma-intermixed, Peripheral nerve sheath tumour, Paraganglioma"
19004.0,113,gpt-oss-20b (H),on_device_base,Others,Abdominopelvic actinomycosis,Peritoneal tuberculosis,peritoneal tuberculosis,"Peritoneal carcinomatosis, Peritoneal tuberculosis, Abdominopelvic actinomycosis, Primary ovarian cancer"
19015.0,118,gpt-oss-20b (H),on_device_base,Chest imaging,Pulmonary amyloidosis,Malignant neoplasia,malignant neoplasia,"Malignant neoplasia, Metastatic, Rheumatoid nodules, Pulmonary amyloidosis, Fungal lesions, Lymphomas"
19022.0,123,gpt-oss-20b (H),on_device_base,Abdominal imaging,Vesico-appendiceal fistula,Vesico-intestinal fistula,vesico-intestinal fistula,"Vesico-appendiceal fistula, Vesico-intestinal fistula, Vesicovaginal fistula"
19024.0,124,gpt-oss-20b (H),on_device_base,Chest imaging,Usual interstitial pneumonia secondary to connective tissue disorder,Usual interstitial pneumonia due to idiopathic pulmonary fibrosis,usual interstitial pneumonia due to idiopathic pulmonary fibrosis,"Usual interstitial pneumonia due to idiopathic pulmonary fibrosis, Usual interstitial pneumonia secondary to connective tissue disorder, Non-specific interstitial pneumonia, Lymphoid interstitial pneumonia"
19028.0,127,gpt-oss-20b (H),on_device_base,Abdominal imaging,Intrahepatic splenosis,Hepatocellular carcinoma,hepatocellular carcinoma,"Atypical haemangioma, Liver adenoma, Hepatocellular carcinoma, Intrahepatic splenosis, Accessory spleen, Metastasis"
19038.0,133,gpt-oss-20b (H),on_device_base,Cardiovascular,Saw-tooth cardiomyopathy,Left ventricular noncompaction,left ventricular noncompaction,"Left ventricular noncompaction, Saw-tooth cardiomyopathy, Hypertrophic cardiomyopathy, Arrhythmogenic cardiomyopathy"
19041.0,135,gpt-oss-20b (H),on_device_base,Musculoskeletal system,Split hand/split foot malformation (SHFM),Roberts syndrome,roberts syndrome,"Syndactyla, Roberts syndrome, Split hand/split foot malformation (SHFM), Ectrodactyly-ectodermal dysplasia-cleft lip and palate (EEC), Amniotic band sequence, Lacrimo-Auriculo-dento-digital syndrome (LADD)"
19044.0,136,gpt-oss-20b (H),on_device_base,Neuroradiology,Chorea-acanthocytosis,Huntington’s disease,huntingtons disease,"Chorea-acanthocytosis, Huntington’s disease, Neuroacanthocytosis syndrome"
19050.0,139,gpt-oss-20b (H),on_device_base,Breast imaging,Mammary tuberculosis,Breast carcinoma,breast carcinoma,"Breast carcinoma, Plasma cell mastitis, Idiopathic granulomatous mastitis, Mammary tuberculosis, Actinomycosis"
19058.0,142,gpt-oss-20b (H),on_device_base,Abdominal imaging,Intraductal papillary neoplasm of the bile duct with low-grade dysplasia,Cholangiocarcinoma,cholangiocarcinoma,"Intraductal papillary neoplasm of the bile duct, Intraductal papillary neoplasm of the bile duct with low-grade dysplasia, Cholangiocarcinoma, Intraductal biliary metastasis"
19067.0,150,gpt-oss-20b (H),on_device_base,Paediatric radiology,Cystic pulmonary tuberculosis,Langerhans cell histiocytosis,langerhans cell histiocytosis,"Pneumocystis jirovecii pneumonia, Lymphoid interstitial pneumonia, Langerhans cell histiocytosis, Cystic pulmonary tuberculosis, Lymphangioleiomyomatosis, Birt–Hogg–Dubé syndrome"
19070.0,152,gpt-oss-20b (H),on_device_base,Musculoskeletal system,Clear cell soft tissue sarcoma with melanocytic differentiation,Malignant peripheral nerve sheath tumour,malignant peripheral nerve sheath tumour,"Clear cell sarcoma, Malignant melanoma, Clear cell soft tissue sarcoma with melanocytic differentiation, Pigment villonodular synovitis with malignant transformation, Synovial sarcoma, Alveolar soft part sarcoma, Malignant peripheral nerve sheath tumour"
19080.0,157,gpt-oss-20b (H),on_device_base,Neuroradiology,Brachial plexus schwannomas,Neurofibromas,neurofibromas,"Neurofibromas, Brachial plexus schwannomas, Lymphoma, Brachial plexopathy, Metastases"
19086.0,160,gpt-oss-20b (H),on_device_base,Abdominal imaging,Oesophageal-vulvar syndrome,Lymphoma,lymphoma,"Lymphoma, Sarcoma, Benign mesenchymal tumour, Oesophageal-vulvar syndrome"
19101.0,168,gpt-oss-20b (H),on_device_base,Neuroradiology,Neuro-Behçet’s disease,Aquaporin-4 IgG-positive neuromyelitis optica spectrum disorders (AQP4-NMOSD),aquaporin-4 igg-positive neuromyelitis optica spectrum disorders aqp4-nmosd,"Multiple sclerosis, Neuro-Behçet’s disease, Aquaporin-4 IgG-positive neuromyelitis optica spectrum disorders (AQP4-NMOSD), Myelin oligodendrocyte glycoprotein antibody disease (MOGAD), Neurosarcoidosis"
19110.0,170,gpt-oss-20b (H),on_device_base,Others,Inflammatory myofibroblastic tumour,Multicystic lymphangioma,multicystic lymphangioma,"Ovarian epithelial cystadenoma, Ovarian epithelial cystadenocarcinoma, Hydrosalpinx, Inflammatory myofibroblastic tumour, Cystic mature teratoma, Retroperitoneal myxoid liposarcoma, Multicystic lymphangioma"
19116.0,173,gpt-oss-20b (H),on_device_base,Others,Mixed malignant ovarian germ cell tumour,Dysgerminoma,dysgerminoma,"Dysgerminoma, Yolk sac tumour, Juvenile granulosa cell tumour, Mixed malignant ovarian germ cell tumour, Sertoli–Leydig cell tumour, Immature teratoma"
19119.0,175,gpt-oss-20b (H),on_device_base,Paediatric radiology,B-cell acute lymphoblastic lymphoma (small round blue cell tumour),Ewing sarcoma (or other small round blue cell tumour),ewing sarcoma or other small round blue cell tumour,"Osteomyelitis, Osteosarcoma, B-cell acute lymphoblastic lymphoma (small round blue cell tumour), Ewing sarcoma (or other small round blue cell tumour), Langerhans cell histiocytosis, Occult fracture in the early stage"
19138.0,186,gpt-oss-20b (H),on_device_base,Musculoskeletal system,Chondroblastic osteosarcoma,Classical osteosarcoma,classical osteosarcoma,"Chondrosarcoma, Chondroblastoma, Chondroblastic osteosarcoma, Classical osteosarcoma"
19140.0,188,gpt-oss-20b (H),on_device_base,Musculoskeletal system,Infection by Mycobacterium avium,Infection by Mycobacterium tuberculosis,infection by mycobacterium tuberculosis,"Infection by Mycobacterium avium, Infection by Mycobacterium tuberculosis, Pyogenic arthritis, Inflammatory arthritis"
19141.0,189,gpt-oss-20b (H),on_device_base,Neuroradiology,Anaplastic meningioma (WHO Grade III),Haemorrhagic meningioma,haemorrhagic meningioma,"Subacute subdural haematoma, Dural metastasis, Haemorrhagic meningioma, Anaplastic meningioma (WHO Grade III), Lymphoma involving the dura, Infective pachymeningitis"
19149.0,194,gpt-oss-20b (H),on_device_base,Paediatric radiology,MASA syndrome,Tubulinopathy,tubulinopathy,"Rhombencephalosynapsis, MASA syndrome, Chiari type II malformation, Tubulinopathy, α-dystroglycanopathies (and Walker–Warburg syndrome), Acquired causes of congenital aqueductal stenosis"
19158.0,200,gpt-oss-20b (H),on_device_base,Paediatric radiology,"Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)",Pilocytic astrocytoma,pilocytic astrocytoma,"Dysplastic cerebellar gangliocytoma, Pilocytic astrocytoma, Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion), Oligodendroglioma-like tumour"
19161.0,203,gpt-oss-20b (H),on_device_base,Musculoskeletal system,Mycobacterium kansasii tenosynovitis,Tuberculous tenosynovitis,tuberculous tenosynovitis,"Rheumatoid arthritis, Juvenile idiopathic arthritis, Adult Still’s disease, Tuberculous tenosynovitis, Mycobacterium kansasii tenosynovitis, Atypical mycobacterial infection (Mycobacterium marinum), Bacterial tenosynovitis, Fungal infections"
19163.0,205,gpt-oss-20b (H),on_device_base,Neuroradiology,"Sturge–Weber syndrome, type 1",Sturge–Weber syndrome,sturge-weber syndrome,"Meningioangiomatosis, Blue rubber bleb nevus syndrome, Wyburn-Mason syndrome, Sturge–Weber syndrome, type 1, PHACE syndrome"
18813.0,1,gpt-oss-120b (H),on_device_base,Cardiovascular,Primary cardiac lymphoma,Angiosarcoma,angiosarcoma,"Angiosarcoma, Ig-G4 related disease, Primary cardiac lymphoma, Erdheim–Chester disease, Undifferentiated pleomorphic sarcoma"
18819.0,3,gpt-oss-120b (H),on_device_base,Uroradiology & genital male imaging,Pure yolk sac tumour,Mixed germinal cell tumour,mixed germinal cell tumour,"Mixed germinal cell tumour, Pure yolk sac tumour, Seminoma, Choriocarcinoma, Teratoma, Lymphoma"
18821.0,4,gpt-oss-120b (H),on_device_base,Neuroradiology,Moyamoya disease with ICA hypoplasia,Atherosclerotic ICA stenosis with secondary ischemic events,atherosclerotic ica stenosis with secondary ischemic events,"Atherosclerotic ICA stenosis with secondary ischemic events, Primary Moyamoya syndrome with bilateral involvement, Moyamoya disease with ICA hypoplasia, ICA dissection causing ischemia, Vasculitis-induced stenosis of cerebral arteries"
18860.0,26,gpt-oss-120b (H),on_device_base,Others,Post-transplant ureteral stent placement,Post-transplant ureteral stent removal,post-transplant ureteral stent removal,"Post-transplant renal artery stent, Post-transplant renal vein stenting, Post-transplant ureteral stent removal, Post-transplant ureteral stent placement"
18878.0,39,gpt-oss-120b (H),on_device_base,Paediatric radiology,Metastatic pro-B type acute lymphoblastic leukaemia,Lymphoma,lymphoma,"Metastatic pro-B type acute lymphoblastic leukaemia, Lymphoma, Primary visceral organ malignancies, Sarcoidosis"
18897.0,49,gpt-oss-120b (H),on_device_base,Musculoskeletal system,Central/low-grade osteosarcoma,Liposarcoma,liposarcoma,"Central/low-grade osteosarcoma, Giant cell tumour, Aneurysmal bone cyst, Metastasis, Liposarcoma, Fibrous dysplasia"
18919.0,61,gpt-oss-120b (H),on_device_base,Abdominal imaging,Lymphoepithelial cysts of the pancreas,Mucinous cystic neoplasm,mucinous cystic neoplasm,"Intraductal papillary mucinous neoplasm, Mucinous cystic neoplasm, Lymphoepithelial cysts of the pancreas, Serous cystic neoplasm, Pancreatic pseudocyst, Epidermoid cyst"
18925.0,66,gpt-oss-120b (H),on_device_base,Breast imaging,Myoid hamartoma of the breast (MHB),Fibroadenoma,fibroadenoma,"Fibroadenoma, Galactocele, Phyllodes tumour, Leiomyosarcoma, Adenomyoepithelioma, Myoid hamartoma of the breast (MHB), Breast carcinoma"
18927.0,68,gpt-oss-120b (H),on_device_base,Head & neck imaging,Skull base chondrosarcoma,Skull base chordoma,skull base chordoma,"Skull base chordoma, Skull base chondrosarcoma, Skull base paraganglioma, Giant cell tumour of the skull base, Langerhans cell histiocytosis of the skull base"
18951.0,81,gpt-oss-120b (H),on_device_base,Cardiovascular,"Biventricular endomyocardial fibrosis [4,6]",Biventricular endomyocardial fibrosis [4,biventricular endomyocardial fibrosis 4,"Apical hypertrophic cardiomyopathy [9], Cardiac amyloidosis [10], Ebstein’s anomaly [11], Left ventricular endomyocardial fibrosis [4,6], Right ventricular endomyocardial fibrosis [4,6], Biventricular endomyocardial fibrosis [4,6]"
18967.0,91,gpt-oss-120b (H),on_device_base,Musculoskeletal system,Solitary bone plasmacytoma,Lymphoma,lymphoma,"Osteolytic metastasis, Pott’s disease, Solitary bone plasmacytoma, Lymphoma, Chronic osteomyelitis, Primary sarcoma"
18993.0,104,gpt-oss-120b (H),on_device_base,Abdominal imaging,Primary hepatic adenosarcoma,Hepatic cholangiocarcinoma,hepatic cholangiocarcinoma,"Hepatic cholangiocarcinoma, Primary hepatic adenosarcoma, Undifferentiated carcinoma (also known as sarcomatoid carcinoma), Hepatic fibroadenoma"
19002.0,111,gpt-oss-120b (H),on_device_base,Paediatric radiology,Retroperitoneal ganglioneuroblastoma-intermixed,Ganglioneuroma,ganglioneuroma,"Ganglioneuroma, Neuroblastoma, Retroperitoneal ganglioneuroblastoma-intermixed, Peripheral nerve sheath tumour, Paraganglioma"
19015.0,118,gpt-oss-120b (H),on_device_base,Chest imaging,Pulmonary amyloidosis,Malignant neoplasia,malignant neoplasia,"Malignant neoplasia, Metastatic, Rheumatoid nodules, Pulmonary amyloidosis, Fungal lesions, Lymphomas"
19021.0,122,gpt-oss-120b (H),on_device_base,Abdominal imaging,Solitary fibrous tumour,Rectal gastrointestinal stromal tumour,rectal gastrointestinal stromal tumour,"Leiomyosarcoma, Leiomyoma, Dedifferentiated liposarcoma, Angiomyolipoma, Rectal gastrointestinal stromal tumour, Solitary fibrous tumour, Fibroma, Fibrosarcoma, Desmoid tumour, Haemangioma, Angiosarcoma"
19022.0,123,gpt-oss-120b (H),on_device_base,Abdominal imaging,Vesico-appendiceal fistula,Vesico-intestinal fistula,vesico-intestinal fistula,"Vesico-appendiceal fistula, Vesico-intestinal fistula, Vesicovaginal fistula"
19024.0,124,gpt-oss-120b (H),on_device_base,Chest imaging,Usual interstitial pneumonia secondary to connective tissue disorder,Usual interstitial pneumonia due to idiopathic pulmonary fibrosis,usual interstitial pneumonia due to idiopathic pulmonary fibrosis,"Usual interstitial pneumonia due to idiopathic pulmonary fibrosis, Usual interstitial pneumonia secondary to connective tissue disorder, Non-specific interstitial pneumonia, Lymphoid interstitial pneumonia"
19044.0,136,gpt-oss-120b (H),on_device_base,Neuroradiology,Chorea-acanthocytosis,Huntington’s disease,huntingtons disease,"Chorea-acanthocytosis, Huntington’s disease, Neuroacanthocytosis syndrome"
19050.0,139,gpt-oss-120b (H),on_device_base,Breast imaging,Mammary tuberculosis,Idiopathic granulomatous mastitis,idiopathic granulomatous mastitis,"Breast carcinoma, Plasma cell mastitis, Idiopathic granulomatous mastitis, Mammary tuberculosis, Actinomycosis"
19058.0,142,gpt-oss-120b (H),on_device_base,Abdominal imaging,Intraductal papillary neoplasm of the bile duct with low-grade dysplasia,Cholangiocarcinoma,cholangiocarcinoma,"Intraductal papillary neoplasm of the bile duct, Intraductal papillary neoplasm of the bile duct with low-grade dysplasia, Cholangiocarcinoma, Intraductal biliary metastasis"
19067.0,150,gpt-oss-120b (H),on_device_base,Paediatric radiology,Cystic pulmonary tuberculosis,Langerhans cell histiocytosis,langerhans cell histiocytosis,"Pneumocystis jirovecii pneumonia, Lymphoid interstitial pneumonia, Langerhans cell histiocytosis, Cystic pulmonary tuberculosis, Lymphangioleiomyomatosis, Birt–Hogg–Dubé syndrome"
19070.0,152,gpt-oss-120b (H),on_device_base,Musculoskeletal system,Clear cell soft tissue sarcoma with melanocytic differentiation,Malignant peripheral nerve sheath tumour,malignant peripheral nerve sheath tumour,"Clear cell sarcoma, Malignant melanoma, Clear cell soft tissue sarcoma with melanocytic differentiation, Pigment villonodular synovitis with malignant transformation, Synovial sarcoma, Alveolar soft part sarcoma, Malignant peripheral nerve sheath tumour"
19086.0,160,gpt-oss-120b (H),on_device_base,Abdominal imaging,Oesophageal-vulvar syndrome,Lymphoma,lymphoma,"Lymphoma, Sarcoma, Benign mesenchymal tumour, Oesophageal-vulvar syndrome"
19101.0,168,gpt-oss-120b (H),on_device_base,Neuroradiology,Neuro-Behçet’s disease,Myelin oligodendrocyte glycoprotein antibody disease (MOGAD),myelin oligodendrocyte glycoprotein antibody disease mogad,"Multiple sclerosis, Neuro-Behçet’s disease, Aquaporin-4 IgG-positive neuromyelitis optica spectrum disorders (AQP4-NMOSD), Myelin oligodendrocyte glycoprotein antibody disease (MOGAD), Neurosarcoidosis"
19110.0,170,gpt-oss-120b (H),on_device_base,Others,Inflammatory myofibroblastic tumour,Multicystic lymphangioma,multicystic lymphangioma,"Ovarian epithelial cystadenoma, Ovarian epithelial cystadenocarcinoma, Hydrosalpinx, Inflammatory myofibroblastic tumour, Cystic mature teratoma, Retroperitoneal myxoid liposarcoma, Multicystic lymphangioma"
19114.0,171,gpt-oss-120b (H),on_device_base,Neuroradiology,Rosette-forming glioneuronal tumour (RGNT),Ependymoma,ependymoma,"Pilocytic astrocytoma, Ependymoma, Dysembryoplastic neuroepithelial tumour (DNET), Rosette-forming glioneuronal tumour (RGNT), Ganglioglioma, Medulloblastoma"
19115.0,172,gpt-oss-120b (H),on_device_base,Musculoskeletal system,Hibernoma,Angiomyolipoma,angiomyolipoma,"Lipoma, Liposarcoma, Angiomyolipoma, Hibernoma, Myelolipoma, Fat necrosis"
19116.0,173,gpt-oss-120b (H),on_device_base,Others,Mixed malignant ovarian germ cell tumour,Yolk sac tumour,yolk sac tumour,"Dysgerminoma, Yolk sac tumour, Juvenile granulosa cell tumour, Mixed malignant ovarian germ cell tumour, Sertoli–Leydig cell tumour, Immature teratoma"
19138.0,186,gpt-oss-120b (H),on_device_base,Musculoskeletal system,Chondroblastic osteosarcoma,Classical osteosarcoma,classical osteosarcoma,"Chondrosarcoma, Chondroblastoma, Chondroblastic osteosarcoma, Classical osteosarcoma"
19140.0,188,gpt-oss-120b (H),on_device_base,Musculoskeletal system,Infection by Mycobacterium avium,Infection by Mycobacterium tuberculosis,infection by mycobacterium tuberculosis,"Infection by Mycobacterium avium, Infection by Mycobacterium tuberculosis, Pyogenic arthritis, Inflammatory arthritis"
19141.0,189,gpt-oss-120b (H),on_device_base,Neuroradiology,Anaplastic meningioma (WHO Grade III),Haemorrhagic meningioma,haemorrhagic meningioma,"Subacute subdural haematoma, Dural metastasis, Haemorrhagic meningioma, Anaplastic meningioma (WHO Grade III), Lymphoma involving the dura, Infective pachymeningitis"
19149.0,194,gpt-oss-120b (H),on_device_base,Paediatric radiology,MASA syndrome,Tubulinopathy,tubulinopathy,"Rhombencephalosynapsis, MASA syndrome, Chiari type II malformation, Tubulinopathy, α-dystroglycanopathies (and Walker–Warburg syndrome), Acquired causes of congenital aqueductal stenosis"
19158.0,200,gpt-oss-120b (H),on_device_base,Paediatric radiology,"Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)",Dysplastic cerebellar gangliocytoma,dysplastic cerebellar gangliocytoma,"Dysplastic cerebellar gangliocytoma, Pilocytic astrocytoma, Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion), Oligodendroglioma-like tumour"
19161.0,203,gpt-oss-120b (H),on_device_base,Musculoskeletal system,Mycobacterium kansasii tenosynovitis,Tuberculous tenosynovitis,tuberculous tenosynovitis,"Rheumatoid arthritis, Juvenile idiopathic arthritis, Adult Still’s disease, Tuberculous tenosynovitis, Mycobacterium kansasii tenosynovitis, Atypical mycobacterial infection (Mycobacterium marinum), Bacterial tenosynovitis, Fungal infections"
19163.0,205,gpt-oss-120b (H),on_device_base,Neuroradiology,"Sturge–Weber syndrome, type 1",Sturge–Weber syndrome,sturge-weber syndrome,"Meningioangiomatosis, Blue rubber bleb nevus syndrome, Wyburn-Mason syndrome, Sturge–Weber syndrome, type 1, PHACE syndrome"
